Combination,MSE_Test,R2_Test
"('rejectCountGlitch_OPCN3', 'pm2_5_OPCN3', 'pm10_OPCN3')",2.1134250806691255,0.8835574115156128
"('rejectCountGlitch_OPCN3', 'binCount3_OPCN3', 'temperature_OPCN3')",0.9394900206156065,0.9482372709322179
"('rejectCountGlitch_OPCN3', 'binCount3_OPCN3', 'humidity_OPCN3')",1.7311540015262197,0.9046192576937736
"('rejectCountGlitch_OPCN3', 'binCount3_OPCN3', 'binCount1_OPCN3')",2.062224589703864,0.8863783857503745
"('rejectCountGlitch_OPCN3', 'binCount3_OPCN3', 'pm10_OPCN3')",3.161246952234063,0.8258259631138807
"('rejectCountGlitch_OPCN3', 'temperature_OPCN3', 'humidity_OPCN3')",1.2233333244026208,0.932598463
"('rejectCountGlitch_OPCN3', 'temperature_OPCN3', 'binCount1_OPCN3')",1.1198502007707523,0.9383000337768198
"('rejectCountGlitch_OPCN3', 'temperature_OPCN3', 'pm10_OPCN3')",1.0835806188133297,0.9402983653216653
"('rejectCountGlitch_OPCN3', 'humidity_OPCN3', 'binCount1_OPCN3')",1.1086289488175747,0.9389182868842589
"('rejectCountGlitch_OPCN3', 'humidity_OPCN3', 'pm10_OPCN3')",2.996260189341439,0.8349161768681315
"('rejectCountGlitch_OPCN3', 'binCount1_OPCN3', 'pm10_OPCN3')",2.5084090245278974,0.8617951294014414
"('pm1_OPCN3', 'pm2_5_OPCN3', 'binCount3_OPCN3')",2.066354070175113,0.886150865
"('pm1_OPCN3', 'pm2_5_OPCN3', 'temperature_OPCN3')",1.2940838325855237,0.928700349
"('pm1_OPCN3', 'pm2_5_OPCN3', 'humidity_OPCN3')",0.9840310720189037,0.9457832093396613
"('pm1_OPCN3', 'pm2_5_OPCN3', 'binCount1_OPCN3')",1.8751185668297323,0.8966872960702922
"('pm1_OPCN3', 'pm2_5_OPCN3', 'pm10_OPCN3')",2.2866948469230244,0.874010832
"('pm1_OPCN3', 'binCount3_OPCN3', 'temperature_OPCN3')",1.3481658565849033,0.9257206117771088
"('pm1_OPCN3', 'binCount3_OPCN3', 'humidity_OPCN3')",1.0178322768524002,0.9439208770428111
"('pm1_OPCN3', 'binCount3_OPCN3', 'binCount1_OPCN3')",1.9273049339068902,0.8938120033894006
"('pm1_OPCN3', 'binCount3_OPCN3', 'pm10_OPCN3')",2.155217178786754,0.8812548079705327
"('pm1_OPCN3', 'temperature_OPCN3', 'humidity_OPCN3')",0.74024782,0.9592148436777466
"('pm1_OPCN3', 'temperature_OPCN3', 'binCount1_OPCN3')",1.2380004226524977,0.9317903553445192
"('pm1_OPCN3', 'temperature_OPCN3', 'pm10_OPCN3')",1.631086622747235,0.9101326325062763
"('pm1_OPCN3', 'humidity_OPCN3', 'binCount1_OPCN3')",1.0883570615887326,0.940035199
"('pm1_OPCN3', 'humidity_OPCN3', 'pm10_OPCN3')",1.146036938,0.9368572329214672
"('pm1_OPCN3', 'binCount1_OPCN3', 'pm10_OPCN3')",2.1499406560722143,0.8815455265622147
"('pm2_5_OPCN3', 'binCount3_OPCN3', 'temperature_OPCN3')",2.281339579056124,0.874305889
"('pm2_5_OPCN3', 'binCount3_OPCN3', 'humidity_OPCN3')",1.965942654076929,0.8916831954222356
"('pm2_5_OPCN3', 'binCount3_OPCN3', 'binCount1_OPCN3')",2.4162519048940774,0.8668726756346061
"('pm2_5_OPCN3', 'binCount3_OPCN3', 'pm10_OPCN3')",3.4977409269225705,0.8072862808793326
"('pm2_5_OPCN3', 'temperature_OPCN3', 'humidity_OPCN3')",1.1566122421343772,0.9362745693808946
"('pm2_5_OPCN3', 'temperature_OPCN3', 'binCount1_OPCN3')",1.5480802854057871,0.9147060015218396
"('pm2_5_OPCN3', 'temperature_OPCN3', 'pm10_OPCN3')",2.3100558005428047,0.8727237225398057
"('pm2_5_OPCN3', 'humidity_OPCN3', 'binCount1_OPCN3')",1.2982439787689652,0.9284711387430558
"('pm2_5_OPCN3', 'humidity_OPCN3', 'pm10_OPCN3')",2.3211777558152193,0.8721109403443197
"('pm2_5_OPCN3', 'binCount1_OPCN3', 'pm10_OPCN3')",2.7290638851275775,0.8496377913605048
"('binCount3_OPCN3', 'temperature_OPCN3', 'humidity_OPCN3')",1.6881110836267659,0.9069907771869304
"('binCount3_OPCN3', 'temperature_OPCN3', 'binCount1_OPCN3')",1.958181012686912,0.8921108356648957
"('binCount3_OPCN3', 'temperature_OPCN3', 'pm10_OPCN3')",2.5566155656925567,0.8591391116951904
"('binCount3_OPCN3', 'humidity_OPCN3', 'binCount1_OPCN3')",1.7951848585774328,0.9010913735941127
